Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Avg_Price, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
BARTRONICS, BZ, 22-Mar-2021,2.95,2.95,3,2.85,2.9,2.9,2.86,16864,0.48,32, -, -
BASF, EQ, 22-Mar-2021,2079.55,2055.05,2117.8,2052.25,2079.75,2087.75,2082.31,31548,656.93,4077,10732,34.02
BASML, EQ, 22-Mar-2021,66.1,64.7,66.1,63.5,64.8,64.9,64.64,15568,10.06,501,6438,41.35
BATAINDIA, EQ, 22-Mar-2021,1489.8,1489.8,1491,1468.5,1485,1476.05,1477.85,264088,3902.81,12944,89212,33.78
BAYERCROP, EQ, 22-Mar-2021,5086.95,5149.95,5149.95,5055,5095.05,5093.8,5085.02,7366,374.56,1679,4732,64.24
BBL, EQ, 22-Mar-2021,1163.35,1152,1154,1105,1111.85,1117.5,1130.24,15084,170.49,2008,6406,42.47
BBTC, EQ, 22-Mar-2021,1168.5,1174.35,1185,1154.55,1167,1170.1,1172.02,50376,590.42,4333,19358,38.43
BBTCL, SM, 22-Mar-2021,73,76.6,76.6,76.6,76.6,76.6,76.6,3000,2.3,1,3000,100
BCG, EQ, 22-Mar-2021,9,9.4,9.4,8.8,8.95,8.95,9.17,2751926,252.27,1988,1450908,52.72
BCLIND, EQ, 22-Mar-2021,100.6,102,117.85,100.75,114.75,114.2,111.51,122895,137.03,3287,40687,33.11
BCONCEPTS, SM, 22-Mar-2021,25,26.25,26.25,26.25,26.25,26.25,26.25,9000,2.36,3,9000,100
BCP, EQ, 22-Mar-2021,3.45,3.5,3.6,3.3,3.6,3.6,3.52,3685490,129.85,1410,2647880,71.85
BDL, EQ, 22-Mar-2021,345.65,363,367,350.25,356.3,358.35,360.5,1695839,6113.52,49129,185384,10.93
BEARDSELL, EQ, 22-Mar-2021,9.7,9.45,9.95,9,9.15,9.25,9.17,59981,5.5,69,55725,92.9
BECTORFOOD, EQ, 22-Mar-2021,345.85,344.4,356,342.05,347.2,347.5,349.88,480365,1680.71,14253,183750,38.25
BEDMUTHA, EQ, 22-Mar-2021,22.2,22.6,23,22.1,23,22.85,22.63,2879,0.65,45,2316,80.44
BEL, EQ, 22-Mar-2021,127.95,128.7,131.95,127.35,128.05,127.95,129.43,12981794,16802.94,67113,3763004,28.99
BEML, EQ, 22-Mar-2021,1342.7,1390,1419.95,1360.1,1384.9,1387.1,1396.14,1563755,21832.19,57410,241505,15.44
BEPL, EQ, 22-Mar-2021,149.7,151,154.95,149.7,152.8,152.65,152.66,568854,868.41,6431,260555,45.8
BERGEPAINT, EQ, 22-Mar-2021,725.7,726.1,734.45,717.6,732.15,732.05,726.65,767576,5577.56,16608,277269,36.12
BESTAGRO, EQ, 22-Mar-2021,423.3,459,507.95,436,507.95,507.95,490.05,70172,343.88,2836,33840,48.22
BETA, SM, 22-Mar-2021,119,120,121.1,120,120,120.55,120.16,5600,6.73,7,4000,71.43
BFINVEST, EQ, 22-Mar-2021,284.4,285.85,287.7,281.45,284.85,283.05,284.62,7064,20.11,379,2221,31.44
BFUTILITIE, EQ, 22-Mar-2021,261.85,263.7,267.7,259.1,260.9,261.9,263.01,118581,311.87,4720,38235,32.24
BGLOBAL, BE, 22-Mar-2021,1.25,1.25,1.3,1.2,1.2,1.2,1.27,21079,0.27,46, -, -
BGRENERGY, EQ, 22-Mar-2021,45.7,45.7,48.2,45.5,47.95,46.95,47.22,141237,66.7,1046,77006,54.52
BHAGERIA, EQ, 22-Mar-2021,161.85,163,168,163,163.5,163.9,164.75,34750,57.25,743,18068,51.99
BHAGYANGR, BE, 22-Mar-2021,44.15,44.15,45.9,41.95,42.5,43.2,43.78,16487,7.22,115, -, -
BHAGYAPROP, EQ, 22-Mar-2021,28.5,29.05,29.05,28.5,28.55,28.55,28.78,7373,2.12,23,6654,90.25
BHANDARI, BE, 22-Mar-2021,2.35,2.35,2.45,2.25,2.25,2.25,2.31,332933,7.7,297, -, -
BHARATFORG, EQ, 22-Mar-2021,600.05,591,607.95,591,596.95,596.85,599.42,1512975,9069.13,31421,540276,35.71
BHARATGEAR, EQ, 22-Mar-2021,76.9,76.9,79.35,76.9,78.7,78.2,77.92,11773,9.17,327,4925,41.83
BHARATRAS, EQ, 22-Mar-2021,9555.2,9563.95,9700,9538.95,9675,9642.55,9635.53,958,92.31,554,529,55.22
BHARATWIRE, BE, 22-Mar-2021,38.7,38.8,39.6,36.8,36.8,36.8,37.25,54403,20.27,240, -, -
BHARTIARTL, EQ, 22-Mar-2021,529.95,533.05,534,523,527,528,527.46,13331409,70318.46,157176,5372570,40.3
BHEL, EQ, 22-Mar-2021,52,52.05,52.8,51.25,52.2,52.2,52.14,48322688,25197.78,71068,6392192,13.23
BIGBLOC, EQ, 22-Mar-2021,105.95,111.2,111.2,111.15,111.2,111.15,111.18,105481,117.28,374,51356,48.69
BIL, EQ, 22-Mar-2021,149.6,156.85,164.7,152,162,159.35,161,39957,64.33,1365,18923,47.36
BILENERGY, BZ, 22-Mar-2021,0.6,0.55,0.55,0.55,0.55,0.55,0.55,394040,2.17,277, -, -
BINDALAGRO, EQ, 22-Mar-2021,16.7,17.05,17.6,16.7,17.05,17.05,17.15,67246,11.53,377,29291,43.56
BIOCON, EQ, 22-Mar-2021,395.7,395.6,403.4,394.05,402.35,402.25,400.28,3713607,14864.73,32255,1807750,48.68
BIOFILCHEM, BE, 22-Mar-2021,69.55,72.55,73,71.05,73,73,72.91,41060,29.94,454, -, -
BIRET, RR, 22-Mar-2021,226.94,228.99,235,225,231,230.3,230.94,438600,1012.9,1098,365200,83.26
BIRLACABLE, EQ, 22-Mar-2021,64.3,64.75,66.9,63.5,64.75,64.45,65.26,207095,135.14,2647,50228,24.25
BIRLACORPN, EQ, 22-Mar-2021,791.1,800,839.7,790.1,832.85,831.7,821.93,187752,1543.2,9545,91623,48.8
BIRLAMONEY, EQ, 22-Mar-2021,42.85,42.85,43.65,42.65,42.8,42.9,43.09,83855,36.14,799,41392,49.36
BIRLATYRE, EQ, 22-Mar-2021,25.2,25.8,25.8,24.75,25.1,25,25.14,231027,58.09,1891,140081,60.63
BKMINDST, EQ, 22-Mar-2021,1.05,1.05,1.05,1,1,1,1.01,29405,0.3,86,29405,100
BLBLIMITED, BE, 22-Mar-2021,6.5,6.5,6.8,6.2,6.8,6.75,6.48,74343,4.82,39, -, -
BLISSGVS, EQ, 22-Mar-2021,104.25,105,106,101.65,101.8,102.3,103.91,745114,774.22,6769,393749,52.84
BLKASHYAP, BE, 22-Mar-2021,19.6,19.9,20.55,18.65,19.8,19.75,19.34,257681,49.84,334, -, -
BLS, EQ, 22-Mar-2021,103.55,104.5,104.8,100.8,101,101.6,102.78,141274,145.2,5210,84305,59.67
BLUECHIP, BE, 22-Mar-2021,0.15,0.15,0.2,0.1,0.2,0.2,0.14,15657,0.02,9, -, -
BLUEDART, EQ, 22-Mar-2021,5272.1,5315,5482,5202.95,5230,5244.15,5331.32,15924,848.96,3210,6260,39.31
BLUESTARCO, EQ, 22-Mar-2021,898.6,909,919.7,881.75,890.1,895.4,898.81,99756,896.62,9354,45316,45.43
BODALCHEM, EQ, 22-Mar-2021,90.4,91,96.75,90.1,93.3,94,94.04,1901533,1788.15,18982,495107,26.04
BOMDYEING, EQ, 22-Mar-2021,74.95,74.9,76.05,73.65,74.9,74.95,74.83,1469203,1099.41,8818,336388,22.9
BOROLTD, EQ, 22-Mar-2021,171.75,173.7,173.7,169.1,169.5,169.7,170.49,91382,155.79,2743,61937,67.78
BORORENEW, EQ, 22-Mar-2021,264.05,264,267.7,257.5,259.95,258.95,260.75,217601,567.4,7386,123925,56.95
BOSCHLTD, EQ, 22-Mar-2021,14527.55,14527.55,14550,14284.75,14359.9,14349.8,14420.57,22321,3218.82,5737,6035,27.04
BPCL, EQ, 22-Mar-2021,432.95,438.25,442,434.35,438.3,439.35,438.73,13671931,59983.1,114088,5726615,41.89
BPL, EQ, 22-Mar-2021,24.4,24.85,25.6,24.2,24.95,25,24.95,123375,30.78,853,68459,55.49
BRFL, EQ, 22-Mar-2021,7.45,7.6,7.8,7.2,7.8,7.75,7.64,211847,16.18,3867,155315,73.31
BRIGADE, EQ, 22-Mar-2021,249.6,249.6,254.15,243,251.1,251.5,250.16,182657,456.94,10218,101161,55.38
BRIGHT, SM, 22-Mar-2021,11.4,10.85,10.85,10.85,10.85,10.85,10.85,15000,1.63,4,15000,100
BRITANNIA, EQ, 22-Mar-2021,3466.6,3440.1,3570,3440.1,3555.1,3564.4,3531.58,820046,28960.58,57104,323676,39.47
BRITANNIA, N2, 22-Mar-2021,32.09,32,32.09,32,32.01,32.01,32,2509,0.8,41,2440,97.25
BRNL, EQ, 22-Mar-2021,30.8,31.65,31.65,30.5,30.8,30.65,30.8,24208,7.46,385,15706,64.88
BROOKS, EQ, 22-Mar-2021,55.3,55.05,56,53.05,53.45,53.5,54.1,10837,5.86,207,9344,86.22
BSE, EQ, 22-Mar-2021,566.65,571.7,572,562.4,567.95,568.55,567.83,153531,871.8,4678,66974,43.62
BSHSL, BE, 22-Mar-2021,132,137,137.75,130.05,134.5,134.5,135.67,1536,2.08,24, -, -
BSL, EQ, 22-Mar-2021,34.6,35,35.35,34.1,34.2,34.4,34.62,5242,1.81,109,4550,86.8
BSLGOLDETF, EQ, 22-Mar-2021,4123.25,4144.95,4144.95,4090.05,4102,4101.55,4105.23,365,14.98,141,197,53.97
BSLNIFTY, EQ, 22-Mar-2021,161.77,159.6,164.38,159.6,162.1,161.93,161.05,185,0.3,46,96,51.89
BSOFT, EQ, 22-Mar-2021,245,243,250.75,240.45,248.85,248.2,244.54,1141179,2790.66,17022,675670,59.21
BURGERKING, EQ, 22-Mar-2021,136.4,136.4,139.75,135.15,137.2,137.4,137.35,1170429,1607.61,15550,488840,41.77
BURNPUR, BE, 22-Mar-2021,2.3,2.2,2.35,2.2,2.3,2.25,2.24,29964,0.67,57, -, -
BUTTERFLY, EQ, 22-Mar-2021,546.5,548,552.55,538,548.85,545.55,545.45,142280,776.06,19347,10682,7.51
BVCL, BE, 22-Mar-2021,18.4,18.4,18.65,17.8,18.2,18.25,18.19,2821,0.51,27, -, -
BYKE, EQ, 22-Mar-2021,21.9,22.25,22.25,20.95,21.1,21.15,21.42,38127,8.17,299,25024,65.63
CADILAHC, EQ, 22-Mar-2021,425.4,427.55,438,425.75,430.6,431.65,431.72,2032262,8773.69,29525,344540,16.95
CADSYS, SM, 22-Mar-2021,19.95,19,19,19,19,19,19,4000,0.76,2,4000,100
CALSOFT, EQ, 22-Mar-2021,8.7,8.95,9.1,8.8,9.05,9.05,8.96,13194,1.18,85,7148,54.18
CAMLINFINE, EQ, 22-Mar-2021,140.85,143.05,146.75,139.1,145.5,145.9,143.25,1269979,1819.22,47251,267021,21.03
CAMS, EQ, 22-Mar-2021,1847.75,1862,1893,1832.4,1869.95,1865.85,1856.77,105102,1951.51,8021,73017,69.47
CANBK, EQ, 22-Mar-2021,151,151,154.25,147.5,150.2,150,150.99,19111354,28856.57,66935,3196475,16.73
CANDC, BZ, 22-Mar-2021,5.35,5.35,5.35,5.1,5.35,5.35,5.21,415,0.02,13, -, -
CANFINHOME, EQ, 22-Mar-2021,578.55,580.95,612,577.95,600.7,602.4,596.21,1378357,8217.95,36445,551019,39.98
CANTABIL, EQ, 22-Mar-2021,374.05,377.8,378,372.4,373,374.2,376.6,112246,422.72,3840,21657,19.29
CAPACITE, EQ, 22-Mar-2021,196.45,196.45,201.7,193,198.55,198.65,197.9,99821,197.54,3041,37959,38.03
CAPLIPOINT, EQ, 22-Mar-2021,430.85,426.05,437.7,426.05,427.1,428.4,431.64,76533,330.34,3166,42692,55.78
CAPTRUST, BE, 22-Mar-2021,113.4,107.75,119.05,107.75,116.9,115.8,111.62,22298,24.89,291, -, -
CARBORUNIV, EQ, 22-Mar-2021,466.3,467.25,479.95,466,467.1,468.85,471.44,196549,926.6,8467,126792,64.51
CAREERP, EQ, 22-Mar-2021,137.9,138,139.95,136.05,139,139.15,138.08,14568,20.12,395,8657,59.42
CARERATING, EQ, 22-Mar-2021,447.8,449,454.8,436,436,438.2,444.44,156424,695.22,5957,86430,55.25
CASTEXTECH, BE, 22-Mar-2021,0.35,0.3,0.35,0.3,0.35,0.3,0.3,95408,0.29,33, -, -
CASTROLIND, EQ, 22-Mar-2021,118.55,118.55,119.6,117.8,119.1,118.8,118.83,1438280,1709.08,12307,738547,51.35
CCCL, BE, 22-Mar-2021,0.55,0.55,0.6,0.5,0.6,0.6,0.56,629803,3.55,100, -, -
CCHHL, EQ, 22-Mar-2021,4.55,4.55,4.55,4.25,4.35,4.3,4.39,80031,3.51,133,61816,77.24
CCL, EQ, 22-Mar-2021,244.2,244,245,238.25,240.3,239.9,241.67,60075,145.19,5536,32552,54.19
CDSL, EQ, 22-Mar-2021,609.5,615,616.75,604.4,610.95,609.5,609.37,543384,3311.23,18458,200368,36.87
CEATLTD, EQ, 22-Mar-2021,1572.5,1586,1586.95,1538.95,1550,1548.3,1559.24,125465,1956.3,8092,15689,12.5
CEBBCO, BE, 22-Mar-2021,16.1,16,16.35,15.95,16.2,16.2,16.12,39213,6.32,79, -, -
CELEBRITY, BE, 22-Mar-2021,5.95,5.95,6.2,5.75,6.15,6.15,6.03,18846,1.14,62, -, -
CENTENKA, EQ, 22-Mar-2021,262.7,264,266,258.55,261.9,260.65,261.9,28870,75.61,1205,16834,58.31
CENTEXT, EQ, 22-Mar-2021,4.15,4.15,4.2,4,4.1,4.1,4.1,77448,3.18,128,54092,69.84
CENTRALBK, EQ, 22-Mar-2021,16.35,16.45,16.75,15.8,15.95,15.9,16.14,11643707,1879.62,34729,6650099,57.11
CENTRUM, EQ, 22-Mar-2021,27.5,27.75,28.8,27.4,27.85,27.85,28.02,6124001,1715.97,7715,2159532,35.26
CENTUM, EQ, 22-Mar-2021,395.15,395.25,401,390.05,397.9,394.45,395.71,6073,24.03,366,2669,43.95
CENTURYPLY, EQ, 22-Mar-2021,296.1,290.5,301,290.5,299,298.9,298.71,99196,296.31,4777,64285,64.81
CENTURYTEX, EQ, 22-Mar-2021,469.8,473.05,487.05,468.75,484.8,483.65,481.03,413517,1989.15,8650,104823,25.35
CERA, EQ, 22-Mar-2021,3925.75,3915,3921.2,3816.45,3823,3859.75,3866.91,13076,505.64,1791,9940,76.02
CEREBRAINT, EQ, 22-Mar-2021,52.15,52.4,53.4,51.3,52.4,52.55,52.51,754006,395.95,4263,275506,36.54
CESC, EQ, 22-Mar-2021,608.2,612.2,612.2,595.7,599,597.75,601.57,383117,2304.7,8551,244882,63.92
CGCL, EQ, 22-Mar-2021,353.4,354.9,364.8,346.45,363,361.5,354.34,94622,335.28,5927,27627,29.2
CGPOWER, EQ, 22-Mar-2021,58.95,61.4,61.85,59.55,61.85,61.85,61.37,3119312,1914.34,6685,1866989,59.85
CHALET, EQ, 22-Mar-2021,158.65,157.25,158.1,155.2,157,156.3,156.81,123045,192.95,2720,59898,48.68
CHAMBLFERT, EQ, 22-Mar-2021,215.3,217.3,222.85,217.1,221.5,221.05,219.74,639503,1405.21,23099,282315,44.15
CHEMBOND, EQ, 22-Mar-2021,194.1,193.85,195,186.95,189,189.95,190.16,13554,25.77,539,8301,61.24
CHEMCON, EQ, 22-Mar-2021,420.15,422,426.9,418.9,420.5,421.15,422.88,138509,585.73,4367,51313,37.05
CHEMFAB, EQ, 22-Mar-2021,123.25,124.7,131.05,123.05,131,129.3,129.14,8893,11.48,219,7001,78.72
CHENNPETRO, EQ, 22-Mar-2021,105.3,105.5,106.5,103.45,103.8,104.15,104.68,506764,530.46,5098,212213,41.88
CHOLAFIN, EQ, 22-Mar-2021,552.85,558,579.6,545.05,570.95,570.4,563.17,9087183,51176.54,131341,1382714,15.22
CHOLAHLDNG, EQ, 22-Mar-2021,588.35,599,606.55,591.15,600,599.6,599.18,116287,696.77,8174,59167,50.88
CHROMATIC, BZ, 22-Mar-2021,0.75,0.7,0.8,0.7,0.7,0.7,0.7,122232,0.86,197, -, -
CIGNITITEC, EQ, 22-Mar-2021,328.2,329.85,330.55,313.5,315,316.85,320.27,48602,155.66,2061,33082,68.07
CINELINE, EQ, 22-Mar-2021,34.45,34.45,34.8,33.4,33.9,33.95,33.99,37307,12.68,424,20544,55.07
CINEVISTA, EQ, 22-Mar-2021,6.2,6.25,6.35,6.05,6.05,6.05,6.18,11987,0.74,48,7245,60.44
CIPLA, EQ, 22-Mar-2021,760.65,762,784.6,758.7,772,772.85,774.43,3563266,27595.14,88441,1112403,31.22
CKFSL, BZ, 22-Mar-2021,0.35,0.3,0.35,0.3,0.35,0.35,0.31,167128,0.52,62, -, -
CLEDUCATE, EQ, 22-Mar-2021,78.85,78.85,82.75,75.9,76.1,76.5,79.87,53446,42.69,818,30964,57.94
CLNINDIA, EQ, 22-Mar-2021,380.15,382.8,387.45,377.65,383.4,382.7,383.89,44541,170.99,1845,21893,49.15
CMICABLES, BE, 22-Mar-2021,46.6,44.6,47.9,44.6,47.2,47.25,46.83,39666,18.58,113, -, -
CMMIPL, SM, 22-Mar-2021,4.7,4.6,4.9,4.6,4.9,4.9,4.61,117000,5.39,2,117000,100
CNOVAPETRO, BE, 22-Mar-2021,14.85,14.85,15.55,14.4,15.55,15.55,15.54,243,0.04,8, -, -
COALINDIA, EQ, 22-Mar-2021,136.3,137.6,137.6,135.3,135.6,135.65,136.01,11414253,15525.05,51844,4063737,35.6
COCHINSHIP, EQ, 22-Mar-2021,361.65,361,369,359.05,362.5,361.3,363.32,142487,517.69,4907,49551,34.78
COFORGE, EQ, 22-Mar-2021,2966.75,2975.65,3012.8,2895.2,2925,2921.2,2946.81,325777,9600.03,19943,99191,30.45
COLPAL, EQ, 22-Mar-2021,1578.85,1577.75,1589,1560.25,1579.9,1578.1,1572.35,871920,13709.68,38024,508221,58.29
COMPINFO, EQ, 22-Mar-2021,17.25,17.1,17.85,16.95,17.25,17.15,17.39,140981,24.52,647,68387,48.51
COMPUSOFT, EQ, 22-Mar-2021,8.85,8.6,9.25,8.5,8.7,8.65,8.72,28667,2.5,198,17414,60.75
CONCOR, EQ, 22-Mar-2021,560.55,560,567.15,550.85,559,560.75,557.23,1962206,10934.06,31975,294085,14.99
CONFIPET, EQ, 22-Mar-2021,42.3,43,43.45,41.75,42.35,42.75,42.64,483382,206.11,3381,182986,37.86
CONSOFINVT, EQ, 22-Mar-2021,56.5,52.65,59.9,52.65,57.9,56.1,55.48,4022,2.23,95,2844,70.71
CONTI, SM, 22-Mar-2021,6.6,6.35,6.4,6.3,6.3,6.3,6.36,16665,1.06,5,13332,80
CONTROLPR, EQ, 22-Mar-2021,265.7,264,269.9,253.6,261,265.15,261.17,30522,79.71,1278,16109,52.78
CORALFINAC, EQ, 22-Mar-2021,21.8,22.3,22.35,20.4,21,21.1,21.48,5783,1.24,110,3907,67.56
CORDSCABLE, EQ, 22-Mar-2021,40.25,40.8,42,39.6,40.5,40.4,40.87,50601,20.68,453,22667,44.8
COROMANDEL, EQ, 22-Mar-2021,753.75,758.5,759.4,743.25,753.9,757.05,752.11,198640,1493.99,15319,107636,54.19
COSMOFILMS, EQ, 22-Mar-2021,605.05,608,613.85,589,597.5,598.65,599.92,79168,474.95,3730,30280,38.25
COUNCODOS, BE, 22-Mar-2021,1.95,2,2,2,2,2,2,5046,0.1,19, -, -
COX&KINGS, BZ, 22-Mar-2021,1.25,1.3,1.3,1.2,1.3,1.25,1.25,156868,1.96,155, -, -
CPSEETF, EQ, 22-Mar-2021,23.39,23.48,23.5,23.12,23.25,23.33,23.3,1150871,268.1,86654,846064,73.52
CREATIVE, EQ, 22-Mar-2021,102.95,103.85,103.9,101,101,101.05,102.16,10582,10.81,78,3724,35.19
CREDITACC, EQ, 22-Mar-2021,688.15,719,719,682.35,688,690.45,696.03,79513,553.44,6373,28925,36.38
CREST, EQ, 22-Mar-2021,85.55,85.75,93.4,85.3,88.85,88.8,88.43,5197,4.6,171,3817,73.45
CRISIL, EQ, 22-Mar-2021,1943.65,1960,1967.1,1915.25,1954.5,1958.3,1945.77,13845,269.39,2003,6580,47.53
CROMPTON, EQ, 22-Mar-2021,397.55,401.25,401.25,384.2,390.35,391.15,389.37,1355742,5278.88,43010,649160,47.88
CSBBANK, EQ, 22-Mar-2021,244.05,246,252.1,243.05,248,246.1,248.23,151586,376.29,7677,65047,42.91
CTE, EQ, 22-Mar-2021,30.25,30.95,30.95,29.45,29.5,29.6,30.14,8369,2.52,107,5959,71.2
CUB, EQ, 22-Mar-2021,169.55,170.5,170.75,167.4,169.2,169.65,169.19,986324,1668.77,12090,384779,39.01
CUBEXTUB, EQ, 22-Mar-2021,18.7,19.55,19.6,17.8,18.3,18.45,18.07,22534,4.07,186,13649,60.57
CUMMINSIND, EQ, 22-Mar-2021,896.45,900,910,888,889.6,894.35,898.17,868118,7797.18,24786,121859,14.04
CUPID, EQ, 22-Mar-2021,222.95,223.45,223.45,218.15,219.7,219.4,220.44,36504,80.47,3003,16183,44.33
CURATECH, BE, 22-Mar-2021,1.65,1.6,1.6,1.6,1.6,1.6,1.6,115,0,2, -, -
CYBERMEDIA, BE, 22-Mar-2021,11.85,11.3,11.3,11.3,11.3,11.3,11.3,1226,0.14,12, -, -
CYBERTECH, EQ, 22-Mar-2021,127.7,129.4,130.4,125,128,127.95,128.23,72867,93.44,1267,38433,52.74
CYIENT, EQ, 22-Mar-2021,660.1,665.8,684.8,655.05,675,675.95,670.9,609156,4086.84,28588,132678,21.78
DAAWAT, EQ, 22-Mar-2021,57.1,57.25,58.5,56.25,57.85,57.75,57.53,1626860,935.86,9538,580375,35.67
DABUR, EQ, 22-Mar-2021,524.8,525.1,534.7,523.7,533.6,533.5,530.3,1720620,9124.46,41158,839985,48.82
DALBHARAT, EQ, 22-Mar-2021,1575.1,1590.9,1600,1565,1589.35,1583.9,1576.25,68910,1086.2,4822,38984,56.57
DALMIASUG, EQ, 22-Mar-2021,162,162.8,163.6,159,161,161.1,160.81,147644,237.42,11112,31463,21.31
DAMODARIND, EQ, 22-Mar-2021,26.95,27.95,28.8,26,27.4,26.9,27.42,64139,17.59,500,34347,53.55
DANGEE, EQ, 22-Mar-2021,128.75,132.3,132.9,129.25,129.25,130.25,131.35,18065,23.73,196,3619,20.03
DATAMATICS, EQ, 22-Mar-2021,123.05,123.05,124,118.65,120.9,120.8,120.76,280114,338.25,5863,95880,34.23
DBCORP, EQ, 22-Mar-2021,93.65,94.8,94.8,91.1,92.45,92.3,92.38,168289,155.46,2539,75208,44.69
DBL, EQ, 22-Mar-2021,602.5,604,614.65,593.5,605.25,603.6,602.19,255533,1538.79,10796,60607,23.72
DBREALTY, BE, 22-Mar-2021,25.35,25.35,26.6,24.15,26.6,26.6,26.19,280780,73.54,611, -, -
DBSTOCKBRO, EQ, 22-Mar-2021,8.95,9.7,9.7,8.25,8.65,8.65,8.76,8559,0.75,79,3227,37.7
DCAL, EQ, 22-Mar-2021,114.05,114.9,117.45,113.5,114.4,114.2,115.15,376636,433.68,5120,166573,44.23
DCBBANK, EQ, 22-Mar-2021,106.95,107,108.7,103.85,106.1,105.55,106.12,1262228,1339.46,13430,536439,42.5
DCM, EQ, 22-Mar-2021,24.6,25.5,25.5,23.8,24.2,23.95,24.09,31190,7.51,247,16267,52.15
DCMNVL, BE, 22-Mar-2021,85.75,82,90,82,88,87.25,88.36,49769,43.98,184, -, -
DCMSHRIRAM, EQ, 22-Mar-2021,518.15,519,538,512,527.4,526.75,526.67,51961,273.66,3720,23289,44.82
DCW, EQ, 22-Mar-2021,26.6,27.15,28.2,27,28,28,27.8,2044461,568.42,4796,1111526,54.37
DECCANCE, EQ, 22-Mar-2021,397.55,403,414.9,400,408.3,406.35,407.26,41588,169.37,2116,14236,34.23
DEEPAKFERT, EQ, 22-Mar-2021,235.8,237,243.7,233.15,235.55,236.85,238.32,811260,1933.38,12736,261180,32.19
DEEPAKNTR, EQ, 22-Mar-2021,1514.65,1515.95,1545,1474.55,1531,1530.5,1518.14,698562,10605.12,33390,102275,14.64
DEEPENR, EQ, 22-Mar-2021,35.05,35.95,36.7,35.6,36.7,36.05,36.01,24093,8.68,366,16294,67.63
DELTACORP, EQ, 22-Mar-2021,172.2,172.2,178.7,169,175.75,175.5,175.07,4102046,7181.43,34590,857544,20.91
DELTAMAGNT, EQ, 22-Mar-2021,31.6,32.25,33.15,30.55,32,32,31.76,10599,3.37,243,4804,45.33
DEN, EQ, 22-Mar-2021,56.7,56.15,57.3,56.15,56.7,56.6,56.7,321114,182.07,2993,221264,68.91
DENORA, EQ, 22-Mar-2021,256.8,256.8,259.15,254,255.35,255.9,256.73,2835,7.28,169,1577,55.63
DFMFOODS, EQ, 22-Mar-2021,377.15,377.15,381,370,373.2,372.45,376.11,29602,111.34,1290,16190,54.69
DGCONTENT, EQ, 22-Mar-2021,7.85,8,8.2,7.6,7.85,7.85,8.04,19908,1.6,85,17644,88.63
DHAMPURSUG, EQ, 22-Mar-2021,180.15,180.4,185.95,176.45,184,184,180.98,577488,1045.12,8160,141009,24.42
DHANBANK, EQ, 22-Mar-2021,15.25,15.25,15.25,14.55,15.1,15.1,15.02,1921922,288.58,1817,1372241,71.4
DHANI, EQ, 22-Mar-2021,275.15,270,274.75,265,266,268.2,269.08,1507666,4056.81,16147,685362,45.46
DHANILOANS, N1, 22-Mar-2021,990,985.2,985.2,984.85,984.85,984.85,985.07,160,1.58,3,160,100
DHANILOANS, N2, 22-Mar-2021,1200.35,1191.55,1220,1191.55,1220,1220,1207.98,80,0.97,6,80,100
DHANILOANS, N3, 22-Mar-2021,986,985,988.11,985,988.1,988.1,987.99,543,5.36,7,543,100
DHANILOANS, N5, 22-Mar-2021,1191,1188,1200,1188,1200,1200,1196.57,35,0.42,2,35,100
DHANILOANS, N6, 22-Mar-2021,999,999,999,999,999,999,999,11,0.11,2,11,100
DHANILOANS, N8, 22-Mar-2021,1089.9,1088.9,1089,1088.9,1089,1089,1088.98,44,0.48,2,44,100
DHANILOANS, NC, 22-Mar-2021,951,951,951,951,951,951,951,20,0.19,1,20,100
DHANILOANS, NF, 22-Mar-2021,945.5,905.2,905.2,905.2,905.2,905.2,905.2,50,0.45,1,50,100
DHANIPP, E1, 22-Mar-2021,160.15,157,160,149.25,152.1,153.35,156.04,134077,209.22,1357,106774,79.64
DHANUKA, EQ, 22-Mar-2021,706,708,713,700,702.25,704.3,705.06,30270,213.42,2803,17220,56.89
DHARSUGAR, EQ, 22-Mar-2021,6.55,6.8,6.85,6.3,6.6,6.7,6.75,13517,0.91,72,10766,79.65
DHFL, EQ, 22-Mar-2021,17.7,17.45,18.4,17.05,17.85,17.8,17.87,1552788,277.53,4636,933160,60.1
DHFL, N4, 22-Mar-2021,315.4,370,370,370,370,370,370,1,0,1,1,100
DHFL, N6, 22-Mar-2021,340,340,357.7,303.1,357.7,357.7,303.33,2050,6.22,4,2050,100
DHFL, NA, 22-Mar-2021,388,360,360,359.5,359.5,359.5,359.79,17,0.06,2,17,100
DHFL, NC, 22-Mar-2021,324.03,322.1,347.5,322.1,331,331,329.13,1483,4.88,8,1083,73.03
DHFL, NF, 22-Mar-2021,447.5,400,400,358.01,400,400,390.15,190,0.74,19,149,78.42
DHFL, NN, 22-Mar-2021,340,357,357,355,355,355,355.56,18,0.06,2,18,100
DHFL, NP, 22-Mar-2021,335.1,331.5,335,321,326.01,327.2,326.48,1428,4.66,41,996,69.75
DHFL, NQ, 22-Mar-2021,339.99,334.97,339.9,330.55,339.9,339.9,336.29,167,0.56,13,167,100
DHUNINV, EQ, 22-Mar-2021,262.4,267.65,270.6,259.55,262.65,264.75,263.09,2029,5.34,223,1102,54.31
